precision,recall,f1,fpr,balanced_accuracy,n_test,n_attack,n_normal,roc_auc,pr_auc,fold_id,held_out_run,model,condition,rate,seed,clean_f1,clean_roc_auc,abs_f1_drop,abs_auc_drop
0.727408673360393,0.8684009181331293,0.7916763543362009,0.7742718446601942,0.5470645367364675,5569,3921,1648,0.6149803584383813,0.7869738078320089,1,10,XGBoost,missing_30pct,0.3,46,0.7948442534908701,0.6980697198059738,0.003167899154669196,0.08308936136759248
0.7302913453299057,0.8694210660545779,0.7938060309698451,0.7639563106796117,0.5527323776874832,5569,3921,1648,0.667625686185662,0.841183140802049,1,10,Compact MLP,missing_5pct,0.05,42,0.8109645131938126,0.689953028626044,0.01715848222396743,0.022327342440382036
0.7325332190312902,0.8717163988778373,0.7960871084197042,0.7572815533980582,0.5572174227398895,5569,3921,1648,0.6699754929270569,0.8434544452252117,1,10,Compact MLP,missing_5pct,0.05,43,0.8109645131938126,0.689953028626044,0.014877404774108371,0.01997753569898708
0.7295205332186626,0.8653404743687835,0.7916472235184321,0.7633495145631068,0.5509954799028384,5569,3921,1648,0.6642352264257929,0.8418839094017184,1,10,Compact MLP,missing_5pct,0.05,44,0.8109645131938126,0.689953028626044,0.01931728967538049,0.025717802200251105
0.7265909577887294,0.8648304004080591,0.7897065673032138,0.7742718446601942,0.5452792778739325,5569,3921,1648,0.6547336287305349,0.8339688192723749,1,10,Compact MLP,missing_5pct,0.05,45,0.8109645131938126,0.689953028626044,0.021257945890598817,0.03521939989550915
0.7268608414239482,0.8592195868400918,0.7875175315568023,0.7682038834951457,0.5455078516724731,5569,3921,1648,0.6566683813570443,0.8355046076844056,1,10,Compact MLP,missing_5pct,0.05,46,0.8109645131938126,0.689953028626044,0.02344698163701031,0.03328464726899971
0.7300640600839408,0.842897220096914,0.7824337121212122,0.741504854368932,0.550696182863991,5569,3921,1648,0.6465922540564498,0.8245235188927484,1,10,Compact MLP,missing_10pct,0.1,42,0.8109645131938126,0.689953028626044,0.02853080107260042,0.043360774569594196
0.7302573203194321,0.839581739352206,0.7811128247716218,0.7378640776699029,0.5508588308411515,5569,3921,1648,0.6456210088569638,0.8253781720587372,1,10,Compact MLP,missing_10pct,0.1,43,0.8109645131938126,0.689953028626044,0.02985168842219077,0.04433201976908019
0.7269094138543517,0.8349910737056874,0.7772106824925816,0.7463592233009708,0.5443159252023583,5569,3921,1648,0.6425039245981929,0.8243618282900378,1,10,Compact MLP,missing_10pct,0.1,44,0.8109645131938126,0.689953028626044,0.03375383070123095,0.047449104027851075
0.7250661959399823,0.8380515174700331,0.7774754525020703,0.7560679611650486,0.5409917781524923,5569,3921,1648,0.6375202574883067,0.8201414855253539,1,10,Compact MLP,missing_10pct,0.1,45,0.8109645131938126,0.689953028626044,0.03348906069174229,0.052432771137737366
0.7225677476677033,0.8296352971180821,0.7724088804463968,0.7578883495145631,0.5358734738017595,5569,3921,1648,0.6309241933526963,0.8160385243629795,1,10,Compact MLP,missing_10pct,0.1,46,0.8109645131938126,0.689953028626044,0.0385556327474158,0.05902883527334768
0.723311044500807,0.8000510073960724,0.7597481230322112,0.7281553398058253,0.5359478337951236,5569,3921,1648,0.6170706402913859,0.8019940419404818,1,10,Compact MLP,missing_20pct,0.2,42,0.8109645131938126,0.689953028626044,0.0512163901616014,0.0728823883346581
0.7239462714219546,0.7972456006120887,0.7588299550916373,0.7233009708737864,0.5369723148691512,5569,3921,1648,0.6110787414296432,0.7982798492808404,1,10,Compact MLP,missing_20pct,0.2,43,0.8109645131938126,0.689953028626044,0.052134558102175266,0.07887428719640077
0.7213342599027102,0.7941851568477429,0.7560087399854334,0.7299757281553398,0.5321047143462015,5569,3921,1648,0.6109500622735928,0.7974927274939343,1,10,Compact MLP,missing_20pct,0.2,44,0.8109645131938126,0.689953028626044,0.05495577320837919,0.07900296635245119
0.720845646737895,0.8087222647283856,0.7622596153846154,0.7451456310679612,0.5317883168302122,5569,3921,1648,0.6067193578020269,0.794573584999962,1,10,Compact MLP,missing_20pct,0.2,45,0.8109645131938126,0.689953028626044,0.04870489780919718,0.08323367082401711
0.7209141274238227,0.7964804896710023,0.7568157033805889,0.7336165048543689,0.5314319924083166,5569,3921,1648,0.599571048845772,0.7905997260903672,1,10,Compact MLP,missing_20pct,0.2,46,0.8109645131938126,0.689953028626044,0.054148809813223675,0.09038197978027207
0.720602294455067,0.7689364957918898,0.7439851943244911,0.7093446601941747,0.5297959177988576,5569,3921,1648,0.6016138207758572,0.7900995224665075,1,10,Compact MLP,missing_30pct,0.3,42,0.8109645131938126,0.689953028626044,0.06697931886932151,0.08833920785018679
0.7217350082958047,0.7765876052027544,0.7481572481572482,0.712378640776699,0.5321044822130276,5569,3921,1648,0.5896902229221295,0.7811802247695658,1,10,Compact MLP,missing_30pct,0.3,43,0.8109645131938126,0.689953028626044,0.06280726503656442,0.10026280570391455
0.7209746774964166,0.7697016067329763,0.7445417540397188,0.7087378640776699,0.5304818713276531,5569,3921,1648,0.5958147472038785,0.7832427827613988,1,10,Compact MLP,missing_30pct,0.3,44,0.8109645131938126,0.689953028626044,0.06642275915409379,0.09413828142216552
0.7226019325948622,0.7819433817903596,0.7511024007839294,0.7141990291262136,0.5338721763320731,5569,3921,1648,0.5915726682067929,0.7823805617420148,1,10,Compact MLP,missing_30pct,0.3,45,0.8109645131938126,0.689953028626044,0.05986211240988315,0.09838036041925113
